"URL","Page Title","Description","Tags"
"https://nvidia.com/en-sg/training/online","NVIDIA Online Training","NVIDIA's online training programs for AI and deep learning","platform,nvidia,training,deep-learning,gpu"
"https://nvidia.com/en-us/deep-learning-ai/education","NVIDIA Deep Learning Education","Educational resources and courses for deep learning","platform,nvidia,deep-learning,education,gpu"
"https://nvidia.com/en-us/training","NVIDIA Training Center","Comprehensive training programs for AI and accelerated computing","platform,nvidia,training,ai,accelerated-computing"
"https://ocw.mit.edu/courses/6-034-artificial-intelligence-fall-2010","MIT 6.034 Artificial Intelligence","MIT's foundational AI course with lectures and assignments","course,mit,university,ai-fundamentals,academic,opencourseware"
"https://online.stanford.edu/artificial-intelligence/courses-and-programs","Stanford Online AI Programs","Stanford's collection of online AI courses and programs","platform,stanford,university,online,comprehensive"
"https://online.stanford.edu/courses/cs229-machine-learning","Stanford CS229 Machine Learning","Stanford's famous machine learning course by Andrew Ng","course,stanford,university,machine-learning,andrew-ng,academic"
"https://online.stanford.edu/free-courses","Stanford Free Online Courses","Collection of free courses from Stanford University","platform,stanford,university,free,comprehensive"
"https://online.stanford.edu/programs/artificial-intelligence-professional-program","Stanford AI Professional Program","Professional certificate program in AI from Stanford","certificate,stanford,university,professional,ai-comprehensive"
"https://online.stanford.edu/programs/generative-ai-technology-business-and-society-program","Stanford Generative AI Program","Stanford program on generative AI technology and business impact","program,stanford,university,generative-ai,business,society"
"https://opencv.org/university/free-opencv-course","Free OpenCV Course","Computer vision course using OpenCV library","course,opencv,computer-vision,free,hands-on"
"https://opencv.org/university/free-pytorch-course","Free PyTorch Course - OpenCV","PyTorch course focused on computer vision applications","course,opencv,pytorch,computer-vision,free"
"https://opencv.org/university/free-tensorflow-keras-course","Free TensorFlow Keras Course - OpenCV","TensorFlow and Keras course for computer vision","course,opencv,tensorflow,keras,computer-vision,free"
"https://openlearninglibrary.mit.edu/courses/course-v1:MITx+6.036+1T2019","MIT 6.036 Introduction to ML","MIT's introduction to machine learning course","course,mit,university,machine-learning,academic,opencourseware"
"https://paperswithcode.com","Papers with Code","Repository of AI research papers with code implementations","platform,research,papers,code,cutting-edge"
"https://platform.openai.com/docs/tutorials/web-qa-embeddings","OpenAI Embeddings Tutorial","Tutorial on using OpenAI embeddings for web Q&A","tutorial,openai,embeddings,web-qa,practical"
"https://pll.harvard.edu/catalog","Harvard Professional Learning Catalog","Harvard's continuing education and professional courses","platform,harvard,university,professional,continuing-education"
"https://pll.harvard.edu/course/cs50-introduction-computer-science","Harvard CS50 Introduction to Computer Science","Harvard's famous introduction to computer science","course,harvard,university,computer-science,popular,academic"
"https://pll.harvard.edu/course/cs50s-introduction-artificial-intelligence-python","Harvard CS50 AI with Python","Harvard's introduction to AI using Python programming","course,harvard,university,ai,python,academic"
"https://pll.harvard.edu/subject/artificial-intelligence","Harvard AI Courses","Collection of AI courses from Harvard University","platform,harvard,university,ai,academic"
"https://pluralsight.com/ai","Pluralsight AI Courses","Professional AI and machine learning courses","platform,pluralsight,professional,comprehensive,subscription"
"https://pluralsight.com/professional-services/data-machine-learning/introduction-to-artificial-intelligence","Introduction to AI - Pluralsight","Professional introduction to artificial intelligence course","course,pluralsight,professional,ai-introduction,corporate"
"https://professional.mit.edu/course-catalog/professional-certificate-program-machine-learning-artificial-intelligence-0","MIT Professional ML/AI Certificate","MIT's professional certificate program in ML and AI","certificate,mit,university,professional,comprehensive"
"https://pytorch.org/resources","PyTorch Resources","Official PyTorch learning resources and documentation","resources,pytorch,official,framework,comprehensive"
"https://pytorch.org/tutorials","PyTorch Tutorials","Comprehensive PyTorch tutorials for deep learning","tutorials,pytorch,deep-learning,framework,official"
"https://rsvp.withgoogle.com/events/gdg-understanding-machine-learning-2025_q1_61868c","Google ML Event 2025","Google Developer Group event on understanding machine learning","event,google,machine-learning,2025,developer-group"
"https://scikit-learn.org/stable/tutorial/index.html","Scikit-learn Tutorials","Official tutorials for scikit-learn machine learning library","tutorials,scikit-learn,machine-learning,python,official"
"https://see.stanford.edu/course/cs229","Stanford Engineering CS229","Stanford Engineering Everywhere CS229 Machine Learning course","course,stanford,university,machine-learning,engineering,andrew-ng"
"https://simplilearn.com/iitk-professional-certificate-course-ai-machine-learning","Simplilearn IIT AI/ML Certificate","Professional certificate course in AI and ML with IIT Kanpur","certificate,simplilearn,iit,professional,ai-ml"
"https://sites.google.com/view/berkeley-cs294-158-sp20/home","Berkeley Deep Unsupervised Learning","UC Berkeley course on deep unsupervised learning techniques","course,berkeley,university,deep-learning,unsupervised,academic"
"https://skillbuilder.aws","AWS Skill Builder","Amazon's comprehensive learning platform for cloud and AI skills","platform,aws,skill-builder,comprehensive,cloud,ai,certification"
"https://skillsbuild.org/college-students/course-catalog","IBM SkillsBuild College Courses","IBM's free courses for college students in AI and tech","platform,ibm,free,college-students,career-focused"
"https://skillsbuild.org/students/course-catalog/artificial-intelligence","IBM SkillsBuild AI Courses","Free AI courses for students from IBM","platform,ibm,free,students,ai,career-focused"
"https://skillshare.com/en/browse/ai-innovation","Skillshare AI Innovation","AI and innovation courses on Skillshare platform","platform,skillshare,ai-innovation,creative,subscription"
"https://spring.io/projects/spring-ai","Spring AI","Spring framework integration for AI and machine learning applications","framework,spring,ai-integration,java,enterprise,development"
"https://support.google.com/a/users/answer/14506784?hl=en","Google Workspace AI Help","Google support documentation for AI features in Workspace","documentation,google,workspace,ai-features,support"
"https://technology.berkeley.edu/AI","AI at UC Berkeley","UC Berkeley's AI resources and community information","platform,berkeley,university,ai-community,resources"
"https://udacity.com/course/ai-artificial-intelligence-nanodegree--nd898","AI Nanodegree - Udacity","Comprehensive AI nanodegree program with projects","nanodegree,udacity,ai,comprehensive,project-based"
"https://udacity.com/course/intro-to-artificial-intelligence--cs271","Intro to AI - Udacity","Introduction to artificial intelligence course","course,udacity,ai-introduction,university-level,structured"
"https://udacity.com/school/artificial-intelligence","Udacity AI School","Collection of AI nanodegrees and courses","platform,udacity,ai-school,nanodegree,career-focused"
"https://udemy.com/course/introduction-to-databases-and-sql-querying","Introduction to Databases and SQL - Udemy","Database and SQL course relevant for data science","course,udemy,database,sql,data-science,freemium"
"https://udemy.com/topic/artificial-intelligence","Udemy AI Courses","Collection of AI courses on Udemy platform","platform,udemy,ai,comprehensive,freemium"
"https://udemy.com/topic/pytorch/free","Udemy Free PyTorch Courses","Free PyTorch courses on Udemy","platform,udemy,pytorch,free,hands-on"
"https://wandb.ai/site/courses","Weights & Biases Courses","MLOps and experiment tracking courses","platform,wandb,mlops,experiment-tracking,professional"
"https://wandb.courses/courses/101-weave","Weave 101 Course - W&B","Introduction to Weights & Biases Weave for ML workflows","course,wandb,weave,mlops,workflow"
"https://workshops.aws","AWS Workshops","Hands-on workshops for learning AWS services and AI tools","workshops,aws,hands-on,practical,cloud,ai-tools"
"https://workspace.google.com/learning/content/gemini-prompt-guide","Google Workspace Gemini Prompt Guide","Guide for using Gemini AI prompts in Google Workspace applications","documentation,google-workspace,gemini,prompt-guide,productivity"
"https://www.amalytix.com/en/blog/free-ai-courses","Top Free AI Courses 2025","Curated list of the best free AI courses for 2025","blog,curation,free-courses,2025,comprehensive"
"https://www.anthropic.com/ai-fluency","Anthropic AI Fluency","Program for developing AI fluency and understanding","program,anthropic,ai-fluency,understanding,educational"
"https://www.anthropic.com/ai-fluency/introduction-to-ai-fluency","Introduction to AI Fluency - Anthropic","Introduction to AI fluency concepts and skills","course,anthropic,ai-fluency,introduction,foundational"
"https://www.anthropic.com/aws-reinvent-2024/course","Anthropic AWS re:Invent 2024 Course","Anthropic's course material from AWS re:Invent 2024","course,anthropic,aws,reinvent,2024,enterprise"
"https://www.anthropic.com/education","Anthropic Education","
"https://www.anthropic.com/engineering/building-effective-agents","Building Effective Agents - Anthropic","Engineering guide for building effective AI agents","guide,anthropic,ai-agents,engineering,best-practices"
"https://www.anthropic.com/engineering/claude-code-best-practices","Claude Code Best Practices - Anthropic","Best practices for using Claude for coding and development","guide,anthropic,claude,coding,best-practices,development"
"https://www.anthropic.com/learn/claude-for-you","Claude for You - Anthropic","Personalized learning resources for using Claude AI","learning,anthropic,claude,personalized,resources"
"https://www.cloudskillsboost.google","Google Cloud Skills Boost","Google's training platform for cloud and AI skills","platform,google-cloud,skills-boost,training,certification"
"https://www.coursera.org/learn/building-intelligent-troubleshooting-agents","Building Intelligent Troubleshooting Agents","Course on creating AI agents for troubleshooting and problem-solving","course,coursera,troubleshooting-agents,ai-agents,problem-solving"
"https://www.coursera.org/learn/fundamentals-of-ai-agents-using-rag-and-langchain","Fundamentals of AI Agents using RAG and LangChain","Course on AI agent fundamentals with RAG and LangChain","course,coursera,ai-agents,rag,langchain,fundamentals"
"https://www.coursera.org/learn/generative-ai-for-everyone","Generative AI for Everyone - Coursera","Non-technical introduction to generative AI concepts","course,coursera,generative-ai,non-technical,everyone,beginner"
"https://www.coursera.org/learn/generative-ai-with-llms","Generative AI with LLMs - Coursera","Technical course on generative AI using large language models","course,coursera,generative-ai,llm,technical,hands-on"
"https://www.coursera.org/learn/h2o-ai-large-language-models-llms-level-1","H2O.ai LLMs Level 1 - Coursera","Beginner course on large language models using H2O.ai platform","course,coursera,h2o-ai,llm,beginner,platform-specific"
"https://www.coursera.org/learn/introduction-to-retrieval-augmented-generation-rag","Introduction to RAG - Coursera","Introduction to Retrieval Augmented Generation concepts and applications","course,coursera,rag,introduction,retrieval-augmented-generation"
"https://www.coursera.org/learn/prompt-engineering","Prompt Engineering - Coursera","Comprehensive course on prompt engineering techniques","course,coursera,prompt-engineering,comprehensive,techniques"
"https://www.coursera.org/projects/ai-agentic-design-patterns-with-autogen","AI Agentic Design Patterns with AutoGen","Project-based learning on AI agent design patterns","project,coursera,ai-agents,design-patterns,autogen,hands-on"
"https://www.coursera.org/specializations/ai-essentials-google","AI Essentials - Google Specialization","Google's specialization covering AI essentials and applications","specialization,coursera,google,ai-essentials,comprehensive"
"https://www.coursera.org/specializations/large-language-models-learning-path","Large Language Models Learning Path","Comprehensive specialization on LLMs and their applications","specialization,coursera,llm,large-language-models,comprehensive"
"https://www.coursera.org/specializations/machine-learning-introduction","Machine Learning Introduction Specialization","Andrew Ng's machine learning specialization for beginners","specialization,coursera,andrew-ng,machine-learning,beginner,popular"
"https://www.deeplearning.ai/courses/generative-ai-for-everyone","Generative AI for Everyone - DeepLearning.AI","Non-technical course on generative AI by Andrew Ng","course,deeplearning-ai,andrew-ng,generative-ai,non-technical"
"https://www.deeplearning.ai/short-courses/ai-agentic-design-patterns-with-autogen","AI Agentic Design Patterns with AutoGen","Short course on AI agent design patterns using AutoGen","short-course,deeplearning-ai,ai-agents,design-patterns,autogen"
"https://www.deeplearning.ai/short-courses/ai-agents-in-langgraph","AI Agents in LangGraph","Course on building AI agents using LangGraph framework","short-course,deeplearning-ai,ai-agents,langgraph,framework"
"https://www.deeplearning.ai/short-courses/build-apps-with-windsurfs-ai-coding-agents","Build Apps with Windsurf AI Coding Agents","Course on building applications with AI coding agents","short-course,deeplearning-ai,coding-agents,application-development,windsurf"
"https://www.deeplearning.ai/short-courses/building-ai-applications-with-haystack","Building AI Applications with Haystack","Course on building AI applications using Haystack framework","short-course,deeplearning-ai,haystack,ai-applications,framework"
"https://www.deeplearning.ai/short-courses/building-ai-browser-agents","Building AI Browser Agents","Course on creating AI agents that interact with web browsers","short-course,deeplearning-ai,browser-agents,web-automation,ai-agents"
"https://www.deeplearning.ai/short-courses/building-ai-voice-agents-for-production","Building AI Voice Agents for Production","Production-ready course on voice AI agents","short-course,deeplearning-ai,voice-agents,production,conversational-ai"
"https://www.deeplearning.ai/short-courses/building-code-agents-with-hugging-face-smolagents","Building Code Agents with Hugging Face SmolAgents","Course on building coding agents using Hugging Face tools","short-course,deeplearning-ai,coding-agents,huggingface,smolagents"
"https://www.deeplearning.ai/short-courses/building-evaluating-advanced-rag","Building and Evaluating Advanced RAG","Advanced course on RAG systems and evaluation","short-course,deeplearning-ai,advanced-rag,evaluation,retrieval-augmented-generation"
"https://www.deeplearning.ai/short-courses/chatgpt-prompt-engineering-for-developers","ChatGPT Prompt Engineering for Developers","Developer-focused course on prompt engineering with ChatGPT","short-course,deeplearning-ai,chatgpt,prompt-engineering,developers"
"https://www.deeplearning.ai/short-courses/dspy-build-optimize-agentic-apps","DSPy: Build & Optimize Agentic Apps","Course on building optimized agentic applications with DSPy","short-course,deeplearning-ai,dspy,agentic-apps,optimization"
"https://www.deeplearning.ai/short-courses/evaluating-ai-agents","Evaluating AI Agents","Course on evaluation methods and metrics for AI agents","short-course,deeplearning-ai,ai-agents,evaluation,metrics"
"https://www.deeplearning.ai/short-courses/event-driven-agentic-document-workflows","Event-Driven Agentic Document Workflows","Course on building event-driven document processing agents","short-course,deeplearning-ai,event-driven,document-workflows,agents"
"https://www.deeplearning.ai/short-courses/improving-accuracy-of-llm-applications","Improving Accuracy of LLM Applications","Course on enhancing LLM application accuracy and reliability","short-course,deeplearning-ai,llm-applications,accuracy,reliability"
"https://www.deeplearning.ai/short-courses/langchain-for-llm-application-development","LangChain for LLM Application Development","Course on using LangChain for LLM application development","short-course,deeplearning-ai,langchain,llm-applications,development"
"https://www.deeplearning.ai/short-courses/llms-as-operating-systems-agent-memory","LLMs as Operating Systems: Agent Memory","Course on using LLMs as operating systems with agent memory","short-course,deeplearning-ai,llm-os,agent-memory,advanced"
"https://www.deeplearning.ai/short-courses/long-term-agentic-memory-with-langgraph","Long-term Agentic Memory with LangGraph","Course on implementing long-term memory in AI agents","short-course,deeplearning-ai,long-term-memory,langgraph,ai-agents"
"https://www.deeplearning.ai/short-courses/mcp-build-rich-context-ai-apps-with-anthropic","MCP: Build Rich Context AI Apps","Course on building context-rich AI applications with Model Context Protocol","short-course,deeplearning-ai,mcp,context-rich-apps,anthropic"
"https://www.deeplearning.ai/short-courses/multi-ai-agent-systems-with-crewai","Multi-AI Agent Systems with CrewAI","Course on building multi-agent systems using CrewAI","short-course,deeplearning-ai,multi-agent,crewai,systems"
"https://www.deeplearning.ai/short-courses/practical-multi-ai-agents-and-advanced-use-cases-with-crewai","Practical Multi-AI Agents with CrewAI","Advanced practical course on multi-agent systems","short-course,deeplearning-ai,multi-agent,crewai,advanced,practical"
"https://www.deeplearning.ai/short-courses/preprocessing-unstructured-data-for-llm-applications","Preprocessing Unstructured Data for LLM Applications","Course on data preprocessing for LLM applications","short-course,deeplearning-ai,data-preprocessing,unstructured-data,llm-applications"
"https://www.deeplearning.ai/short-courses/serverless-agentic-workflows-with-amazon-bedrock","Serverless Agentic Workflows with Amazon Bedrock","Course on building serverless AI agent workflows","short-course,deeplearning-ai,serverless,agentic-workflows,amazon-bedrock"
"https://www.kaggle.com/whitepaper-agent-companion","Kaggle Agent Companion Whitepaper","Whitepaper on AI agents for data science and Kaggle competitions","whitepaper,kaggle,ai-agents,data-science,competitions"
"https://www.linkedin.com/learning/introduction-to-artificial-intelligence-24947908/why-you-need-to-know-about-artificial-intelligence","Introduction to AI - LinkedIn Learning","Professional introduction to AI concepts and business applications","course,linkedin-learning,ai-introduction,business,professional"
"https://www.linkedin.com/learning/what-is-generative-ai/generative-ai-is-a-tool-in-service-of-humanity","What is Generative AI - LinkedIn Learning","Course explaining generative AI as a tool for humanity","course,linkedin-learning,generative-ai,explanation,humanity"
"https://www.oracle.com/developer","Oracle Developer","Oracle's developer resources and tools including AI capabilities","platform,oracle,developer,resources,tools,enterprise"
"https://www.perplexity.ai/hub/blog/introducing-perplexity-labs","Introducing Perplexity Labs","Blog post about Perplexity AI's research and development lab","blog,perplexity-ai,labs,research,development"
"https://www.youtube.com/@3Blue1Brown","3Blue1Brown YouTube Channel","Grant Sanderson's channel with animated explanations of math and ML concepts","youtube,3blue1brown,mathematics,machine-learning,animated,educational"
"https://www.youtube.com/@aclweb","ACL Web YouTube Channel","Association for Computational Linguistics conference videos and content","youtube,acl,nlp,conference,computational-linguistics,research"
"https://www.youtube.com/@aiadvantage","AI Advantage YouTube Channel","Practical AI tools and tutorials for business applications","youtube,ai-advantage,practical,business,tools,tutorials"
"https://www.youtube.com/@aiandgames","AI and Games YouTube Channel","AI applications in gaming and interactive entertainment","youtube,ai-games,gaming,interactive,entertainment,applications"
"https://www.youtube.com/@AIExplained-Official","AI Explained YouTube Channel","Latest AI developments and research explanations","youtube,ai-explained,research,developments,explanations,current"
"https://www.youtube.com/@AIExplained-Official/playlists","AI Explained Playlists","Organized playlists of AI topics and explanations","youtube,ai-explained,playlists,organized,topics,educational"
"https://www.youtube.com/@analyticsvidhya","Analytics Vidhya YouTube Channel","Data science and machine learning tutorials and courses","youtube,analytics-vidhya,data-science,machine-learning,tutorials"
"https://www.youtube.com/@AndrejKarpathy","Andrej Karpathy YouTube Channel","AI expert's channel with deep learning and neural network content","youtube,andrej-karpathy,expert,deep-learning,neural-networks,educational"
"https://www.youtube.com/@AndrejKarpathy","Andrej Karpathy YouTube","YouTube channel by Andrej Karpathy with AI and ML content","youtube,andrej-karpathy,ai,machine-learning,expert,educational"
"https://www.youtube.com/@CodeBasics","Code Basics YouTube Channel","Programming tutorials including AI and ML with Python","youtube,code-basics,programming,python,ai,ml,tutorials"
"https://www.youtube.com/@CodeWithHarry","CodeWithHarry YouTube Channel","Programming and AI tutorials in multiple languages","youtube,codewithharry,programming,ai,tutorials,multilingual"
"https://www.youtube.com/@CVPRConference","CVPR Conference YouTube Channel","Computer Vision and Pattern Recognition conference videos","youtube,cvpr,computer-vision,pattern-recognition,conference,research"
"https://www.youtube.com/@cynthiarudinduke","Cynthia Rudin Duke YouTube Channel","Professor Cynthia Rudin's ML and interpretable AI content","youtube,cynthia-rudin,duke,interpretable-ai,professor,academic"
"https://www.youtube.com/@DataProfessor","Data Professor YouTube Channel","Data science, bioinformatics, and AI tutorials","youtube,data-professor,data-science,bioinformatics,ai,tutorials"
"https://www.youtube.com/@DataSchool","Data School YouTube Channel","Machine learning and data science education","youtube,data-school,machine-learning,data-science,education"
"https://www.youtube.com/@DataSchool/playlists","Data School Playlists","Organized learning playlists for ML and data science","youtube,data-school,playlists,ml,data-science,organized"
"https://www.youtube.com/@DeepLearningAI","DeepLearning.AI YouTube Channel","Andrew Ng's official channel with AI and deep learning content","youtube,deeplearning-ai,andrew-ng,official,ai,deep-learning"
"https://www.youtube.com/@elvissaravia","Elvis Saravia YouTube","YouTube channel focused on NLP, AI research, and tutorials","youtube,elvis-saravia,nlp,ai-research,tutorials,educational"
"https://www.youtube.com/@freecodecamp","FreeCodeCamp YouTube Channel","Free programming tutorials including comprehensive AI courses","youtube,freecodecamp,free,programming,ai-courses,comprehensive"
"https://www.youtube.com/@GoogleCloudTech","Google Cloud Tech YouTube Channel","Google Cloud AI and ML services tutorials and updates","youtube,google-cloud,tech,ai,ml,services,tutorials"
"https://www.youtube.com/@GoogleDeepMind","Google DeepMind YouTube Channel","Official DeepMind research videos and AI breakthroughs","youtube,google-deepmind,research,ai-breakthroughs,official"
"https://www.youtube.com/@HuggingFace","Hugging Face YouTube","Official Hugging Face YouTube channel with tutorials and updates","youtube,huggingface,official,tutorials,transformers,nlp"
"https://www.youtube.com/@IBMTechnology","IBM Technology YouTube Channel","IBM's AI and technology educational content","youtube,ibm,technology,ai,educational,enterprise"
"https://www.youtube.com/@ICMLtube","ICML YouTube Channel","International Conference on Machine Learning videos","youtube,icml,machine-learning,conference,research,academic"
"https://www.youtube.com/@KenJee_ds","Ken Jee Data Science YouTube Channel","Data science career guidance and ML tutorials","youtube,ken-jee,data-science,career,ml,tutorials"
"https://www.youtube.com/@KrishNaik","Krish Naik YouTube Channel","ML and AI tutorials with real-world examples and projects","youtube,krish-naik,ml,ai,real-world,examples,projects"
"https://www.youtube.com/@LexFridman","Lex Fridman YouTube Channel","AI researcher interviews and deep conversations about AI","youtube,lex-fridman,ai-researcher,interviews,conversations,expert"
"https://www.youtube.com/@MachineLearningUniversity","Machine Learning University YouTube Channel","Amazon's ML University educational content","youtube,amazon,ml-university,educational,corporate"
"https://www.youtube.com/@mathematicalmonk","Mathematical Monk YouTube Channel","Mathematical foundations of machine learning","youtube,mathematical-monk,mathematics,ml-foundations,theory"
"https://www.youtube.com/@MattWolfe","Matt Wolfe YouTube Channel","AI tools and tutorials for creators and businesses","youtube,matt-wolfe,ai-tools,tutorials,creators,business"
"https://www.youtube.com/@MetaAI","Meta AI YouTube Channel","Meta's AI research and developments","youtube,meta-ai,research,developments,corporate"
"https://www.youtube.com/@mitocw","MIT OpenCourseWare YouTube Channel","MIT's free course content including AI and CS courses","youtube,mit,opencourseware,free,ai,cs,academic"
"https://www.youtube.com/@MSFTResearch","Microsoft Research YouTube Channel","Microsoft's AI and computer science research","youtube,microsoft,research,ai,computer-science,corporate"
"https://www.youtube.com/@NeurIPS-Conference","NeurIPS Conference YouTube Channel","Neural Information Processing Systems conference videos","youtube,neurips,conference,neural-networks,research"
"https://www.youtube.com/@OpenAI","OpenAI YouTube Channel","Official OpenAI channel with model demos and research updates","youtube,openai,official,demos,research,updates"
"https://www.youtube.com/@opusclip","OpusClip YouTube","YouTube channel about AI video editing and content creation","youtube,opusclip,video-editing,ai-content,creation"
"https://www.youtube.com/@ritvikmath","Ritvik Math YouTube Channel","Statistics and mathematics for machine learning","youtube,ritvik-math,statistics,mathematics,ml,educational"
"https://www.youtube.com/@rubenhassid","Ruben Hassid YouTube","YouTube channel with AI and business insights","youtube,ruben-hassid,ai,business,insights"
"https://www.youtube.com/@sentdex","Sentdex YouTube Channel","Python programming with focus on ML and AI from scratch","youtube,sentdex,python,ml,ai,from-scratch,programming"
"https://www.youtube.com/@StanfordOnline","Stanford Online YouTube Channel","Stanford University's online course content","youtube,stanford,online,university,courses,academic"
"https://www.youtube.com/@statquest","StatQuest YouTube Channel","Statistics and ML concepts explained simply with Josh Starmer","youtube,statquest,statistics,ml,simple-explanations,josh-starmer"
"https://www.youtube.com/@TechWithTim","Tech With Tim YouTube Channel","Programming tutorials including AI and ML projects","youtube,tech-with-tim,programming,ai,ml,projects,tutorials"
"https://www.youtube.com/@theailanguage","The AI Language YouTube","YouTube channel focused on AI language technologies and NLP","youtube,ai-language,nlp,language-technologies,educational"
"https://www.youtube.com/@TwoMinutePapers","Two Minute Papers YouTube Channel","Quick explanations of latest AI research papers","youtube,two-minute-papers,research,papers,quick-explanations,current"
"https://www.youtube.com/@vizuara","Vizuara YouTube","YouTube channel about AI visualization and data representation","youtube,vizuara,ai-visualization,data-representation"
"https://www.youtube.com/@vizuara","Vizuara YouTube","YouTube channel about AI visualization and data representation","youtube,vizuara,ai-visualization,data-representation""URL","Page Title","Description","Tags"
"https://www.youtube.com/@YannicKilcher","Yannic Kilcher YouTube Channel","In-depth AI research paper reviews and explanations","youtube,yannic-kilcher,research,papers,in-depth,reviews"
"https://www.youtube.com/@YannicKilcher/playlists","Yannic Kilcher Playlists","Organized playlists of AI research paper discussions","youtube,yannic-kilcher,playlists,research,papers,organized"
"https://www.youtube.com/playlist?app=desktop&list=PLPTV0NXA_ZSgsLAr8YCgCwhPIJNNtexWu","AI Tutorial Playlist - Desktop Version","YouTube playlist with AI tutorials optimized for desktop viewing","youtube,playlist,ai-tutorials,desktop,educational"
"https://www.youtube.com/playlist?app=desktop&list=PLPTV0NXA_ZSgsLAr8YCgCwhPIJNNtexWu","AI Tutorial Playlist 1","YouTube playlist with AI tutorials and educational content","youtube,playlist,ai-tutorials,educational,comprehensive"
"https://www.youtube.com/playlist?list=PLblh5JKOoLUICTaGLRoHQDuF_7q2GfuJF","StatQuest Machine Learning Playlist","Josh Starmer's comprehensive ML statistics playlist","youtube,playlist,statquest,machine-learning,statistics,comprehensive"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSg4Pimkso0nHxwYMB6IGX7l","AI Tutorial Playlist - Series 2","YouTube playlist with comprehensive AI educational content","youtube,playlist,ai-tutorials,comprehensive,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSg4Pimkso0nHxwYMB6IGX7l","AI Tutorial Playlist 2","YouTube playlist with additional AI educational content","youtube,playlist,ai-tutorials,educational,series"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSgsLAr8YCgCwhPIJNNtexWu","AI Tutorial Playlist 3","Another YouTube playlist focusing on AI learning materials","youtube,playlist,ai-tutorials,learning-materials,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSh_HfFtLf5p8hPAW8a7Tr2a","AI Tutorial Playlist - Series 3","YouTube playlist covering advanced AI topics and implementations","youtube,playlist,ai-tutorials,advanced,implementations"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSh_HfFtLf5p8hPAW8a7Tr2a","AI Tutorial Playlist 4","YouTube playlist with specialized AI topics","youtube,playlist,ai-tutorials,specialized,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZShaln9GfiHO_c0HzOSqLOGv","AI Tutorial Playlist - Series 4","YouTube playlist with specialized AI learning content","youtube,playlist,ai-tutorials,specialized,learning"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZShaln9GfiHO_c0HzOSqLOGv","AI Tutorial Playlist 5","YouTube playlist covering various AI concepts","youtube,playlist,ai-concepts,tutorials,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZShO5Sv5eEFbqqQlIc9kZEPK","AI Tutorial Playlist - Series 5","YouTube playlist featuring AI frameworks and tools tutorials","youtube,playlist,ai-frameworks,tools,tutorials"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZShO5Sv5eEFbqqQlIc9kZEPK","AI Tutorial Playlist 6","YouTube playlist with practical AI implementations","youtube,playlist,ai-implementations,practical,tutorials"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZShwsiq5QdMwED8i5gg5qEGA","AI Tutorial Playlist - Series 6","YouTube playlist with practical AI development content","youtube,playlist,ai-development,practical,tutorials"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZShwsiq5QdMwED8i5gg5qEGA","AI Tutorial Playlist 7","YouTube playlist focusing on AI development techniques","youtube,playlist,ai-development,techniques,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSi-nLQ4XV2Mds8Z7bihK68L","AI Tutorial Playlist - Series 7","YouTube playlist covering AI research and cutting-edge topics","youtube,playlist,ai-research,cutting-edge,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSi-nLQ4XV2Mds8Z7bihK68L","AI Tutorial Playlist 8","YouTube playlist with advanced AI topics","youtube,playlist,advanced-ai,topics,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSiLI0ZfZYbHM2FPHKIuMW6K","AI Tutorial Playlist - Series 8","YouTube playlist with machine learning and AI applications","youtube,playlist,machine-learning,ai-applications,tutorials"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSiLI0ZfZYbHM2FPHKIuMW6K","AI Tutorial Playlist 9","YouTube playlist covering AI frameworks and tools","youtube,playlist,ai-frameworks,tools,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSj6tNyn_UadmUeU3Q3oR-hu","AI Tutorial Playlist - Series 9","YouTube playlist featuring deep learning and neural networks","youtube,playlist,deep-learning,neural-networks,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSj6tNyn_UadmUeU3Q3oR-hu","AI Tutorial Playlist 10","YouTube playlist with AI research and applications","youtube,playlist,ai-research,applications,educational"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSj77lsQiqppdTqOGCtK8OMA","AI Tutorial Playlist - Series 10","YouTube playlist with AI programming and coding tutorials","youtube,playlist,ai-programming,coding,tutorials"
"https://www.youtube.com/playlist?list=PLPTV0NXA_ZSj77lsQiqppdTqOGCtK8OMA","AI Tutorial Playlist 11","YouTube playlist focusing on machine learning aspects","youtube,playlist,machine-learning,ai,educational"
